NOB ORIGINAL	SME_Finland	komm	SME2_Finland	SME_Norge	SME2_Norge	FIN MANUELL	SME APERTIUM	NOBSME Google	FINSME google	NOBSME TARTU	FINSME TARTU	
reaksjonsmåte	reakšuvdnavuohki					reaktiotapa	reakšuvnna	reakšuvdnavuohki	reakšuvdnavuohki	reakšuvdnavuohki	reakšuvdnavuohki	
reaksjonsmønster	reakšudnamálle					reaktiomalli	reakšuvnna	reakšuvdnamálle	reakšuvdnavuohki	reakšuvdnaminsttar	reakšuvdnavuohki	
refleksjonsnotat	reflekšuvdnačálus					reflektiokirjoitus	reflekšuvdnačála	reflekšuvdnamearkkašupmi	reflekšuvdnačálus	smiehttanvuohki	reflekšuvdnačálus	
refleksjonsgruppe	reflekšuvdnajoavku					reflektioryhmä	reflekšuvdnajoavku	reflekšuvdnajoavku	reflekšuvdnajoavku	smiehttanjoavku	reflekšuvdnajoavku	
refleksjonssamtale	reflekšuvdnaságastallan					reflektointikeskustelu		reflekšuvdnaságastallan	reflekšuvdnaságastallan	reflekšuvdnaságastallan	reflekšuvdnaságastallan	
hullmerke	ráigemearka					rei'ite		čuohppanmearka	ráigi	ráigi	ráigi	
lårhalsbrudd	norasčeabáha doddjon 					reisiluun kaulan murtuma	čoarbbealdávtti čeabáha 	njuoratmánná njuoratmánná	njuoratmánná njuoratmánná	bárrastávvalčoavji	oalgecealka mii lea ráigi vuollái	
REM-søvn	REM-nagir					REM-uni		REM-unnit	REM-unnit	REM-noaivi	REM-uni	
avslapningsteknikk	muossánanteknihkka					rentoutustekniikka rentoutumistekniikka		vuoiŋŋastanteknihkka	vuoiŋŋastanteknihkka vuoiŋŋastanteknihkka	muhtinlágan muosehuhttimis	lášmmohallan, lášmmohallan ja lášmmohallan	
reproduksjon	reprodukšuvdna					reproduktio	lisääntyminen	riegádahttin	riegádahttin	reprodukšuvdna	reprodukšuvdna	
reseptregister	reseptaregisttar					reseptirekisteri	reseaptaregisttar	reseaptaregisttar	reseaptaregisttar	reseptaregisttar	reseptaregisttar	
reservekapasitet	reservakapasitehta					reservikapasiteetti	#hearbevárri#kapasitehtta	várrejuvvon kapasitehta	várrejuvvon kapasitehta	liigekapasitehta	heahtečoavddus	
ressurskriterium	resursakriteara					resurssikriteeri	resursakriteara	resursakriteara	resursakriteara	resursaeaktu	resursakriteara	
ressurssvikt	resursavátni					resurssivaje		resursavátnivuohta	resursavátnivuohta	resursaváilivuohta	resursavátni	
spissfot	dávgejuolgi, njuolggojuolgi	£				kaarijalka		njuolggo juolgi	heŋgejuvvon bealli	spissojalgga	sorjjasmeahttun	
uavhengighetsregel	sorjjasmeahttunvuohtanjuolggadus					riippumattomuussäännös		sorjjasmeahttunvuođa njuolggadus	sorjjasmeahttunvuođa mearrádus	sorjjasmeahttunvuođa njuolggadus	sorjjasmeahttunvuođanjuolggadus	
forsvarlighet 	ovddasvástáduslaš					vastuullisuus	#bistit dikšu	jietnavuohta	dohkálaš dikšun	bealuštahtti	doarvái buorre dikšu	
brystvegg	raddeseaidni					rinnan seinämä	ratti seaidni	njuoratmánná seinni	njuoratmánná seinni	raddestoalpu	riddoseaidni	
brysthinne	raddecuozza					rintakalvo	raddecuozza	pleura membrana	pleura membrana	raddi	raddi	
brystbein	mielga		mielgadákti			rintalasta	mielga	njuoratmánná	njuoratmánná	raddejuolgi	riddoguovlu	
brystkompresjon	raddekompreassa					rintalastan paineluelvytys	mielgga 	njuoratmánná njuoskkadeapmi	njuoratmánná komprešuvdna ealáskahttin	raddečuohpastahkan	deaddostávvala ealáskahttin raddái	
brystmuskel	raddedeahkki					rintalihas	raddeoažži	njuoratmánnálihkadus	njuoratmánnálihkadus	raddejuolgi	raddeliike	
brysthule	raddevuovda					rintaontelo		njuoratmánná	njuoratmánná	raddeolmmoš	raddejuolgi	
brystprotese	raddeprotesa					rintaproteesi	raddedahkulahttu	njuoratmánnáproteasa	njuoratmánnáproteasa	raddeborašproteasta	raddevuodjin	
diaréplage	lužasváddu					ripulivaiva		lužas	čalbmeváttut	luhčadávda	luhčadávda	
risikovurderingsskjema	riskaárvvoštallanskála					riskien arviointilomake	riskkaid evaluerenskovvi	riskaárvvoštallanskovvi	riskaárvvoštallanskovvi	riskaárvvoštallanskovvi	riskaárvvoštallanskovvi	
risikovurderingskala	riskaárvvoštallanskovvi					riskinarviointiasteikko	riskkaevaluerenceahkkálas	riskaárvvoštallanskála	riskaárvvoštallanskála	riskaárvvoštallanskála	riskaárvvoštallanskála	
risikopasient	riskapatienta					riskipotilas	#riska#buohcci	riskapasieanta	riskapasieanta	riskavuloš buohcci	riskavuloš	
risikogruppe	riskajoavku					riskiryhmä	riskajoavku	riskajoavku	riskajoavku	riskajovkui gullevaččat	riskajoavku	
kryssinfeksjon	ruossainfekšuvdna					risti-infektio	ristainfekšuvdna	rasttildeaddji njoammun	rasttildeaddji njoammun	ruossutbohcci	ruossainfekšuvdna	
korsrygg	čielgemátta					ristiselkä	ristasealgi	vuollelis ruoktot	sakrum	ruossaruossa	ruossut	
ss	gb, gazzanbaste					rkl	ruokalusikka	s.	s.	ss	ruvdn	
gåstol	vázzinstellet					kävelyteline		rullastuollu	rollator	vázzinstašuvdna	roláhtor	
rommelighet	viiddisvuohta					avaruus, laajuus	*rommelig *avara čáhkkil	viiddisvuohta	rommelig viiddis viiddis	latnjadovdu	roavva stuorra latnja	
rolleatferd	rollaláhtten					roolikäyttäytyminen	rollaláhttenvuohki	rolla doaibma	rolla doaibma	rollaláhtten	rollageavaheapmi	
rollemodell	rollamálle					roolimalli	rollamálle	ovdagovva	ovdagovva	rollamodealla	rollamodealla	
rollekonflikt	rollakonflikta					rooliristiriita	rollakonflikta	rolla riiddu	rolla riiddu	rollavuostálasvuohta	rollarievdan	
matmangel	borramušváili		borramuša váilevašvuohta			ruoan puute	guštta váilevuohta	biebmovátnivuohta	biebmu váilun	borramušváili	borramuša váilun	
matinntak	borramuša váldin					ruoan saanti	guštta oažžun	biebmováldin	biebmováldin	borramušgálvu	borramuša skáhppon	
matlukt	borramušhádja					ruoan tuoksu	guštta 	biepmu duovdagis	biepmu duovdagis	hádja	biepmu hádja	
fordøyelsesorgan	suolbmudanorgána		biebmosuddadanorgána			ruoansulatuselin	suolbmudanorgána	njuoratmánnáorgána	njuoratmánnáorgána	goaŧŧočeabetmiella	borramušgálvu	
fordøyelsesenzym	suolbmudanenzyma		biebmosuddadanenzyma			ruoansulatusentsyymi		njuoratmánná ensyma	njuoratmánná ensyma	suolbmudanozonema	borramušgálsoávdnasat	
fordøyelsesprosess	suolbmudanproseassa		biebmosuddadanproseassa			ruoansulatusprosessi	suolbmudanproseassa	njuoratmánnáproseassa	njuoratmánnáproseassa	suolbmudatproseassa	biepmusmuddenproseassa	
fordøyelsesbesvær	suolbmudanváivi		biebmosuddadanváivi			ruoansulatusvaiva	suolbmudanváivi	njuoratmánná	njuoratmánná	veadjemeahttunvuohta	suolbmudanoađđin	
fordøyelsessystem	suolbmudansystema	£				ruoansulatusärjestelmä		njuoratmánná	njuoratmánná	suolbmudanoali	biepmusráiddu vuogádat	
matvareintoleranse	borramušávnnasintoleransa					ruoka-aineintoleranssi	guštaávnnasintoleránsa	biebmováilevašvuohta	biebmováilevašvuohta	borramuša gierdameahttunvuohta	borramušgálvuintoleránsa	
matallergi	borramušallergiija					ruoka-allergia	guštaallergiija	biebmoallergiija	biebmoallergiija	borramušallergiija	borramušallergiija	
mathygiene	borramušhygienia					ruokahygienia, elintarvikehygienia	guštabuhtisindoallan	biebmohygiena	biebmohygiena	rumašbuhtisvuohta	borramušgillámuš	
matvane	borrandáhpi					ruokailutapa	borrandáhpi	borrandábit	Borramušvuohki	borramušvierru	boradanvuohki	
måltidsmiljø	borranbiras					ateriontiympäristö	borranbiras	borramušbiras	borramušbiras	boradanbiras	boradanbáiki	
matkort	borramuškoarta					ruokakortti	guštagoarta	biebmokoarta	biebmokoarta	borramušgoarttat	borramušbeavdi	
matvogn	borramušvovdna					ruokakärry		borramušvovnna	borramušvovnna	borramušgálvu	borramušgálbi	
menyplanlegging	borramušslisttu plánen					ruokalistan suunnittelu	biebmolisttu plánenbargu	menyplánen	menyplánen	fálloplánen	borramušslisttu plánen	
matregistrering	borramušregistreren					ruokamäärien kirjaaminen	guštameriid 	biebmoregistreren	biebmomeari čállin	borramušregistreren	borramušmeroštallan	
matpyramide	borramušpyramida				ruokapyramidi	guštapyramiida	biebmopyramida	biebmopyramida	borramušpyramiida	borramušpyramida		
mattilbud	borramušfállu					ruokatarjonta	guštafállu	borramušfálaldat	biebmogálvu	borramušfálaldat	borramušfállu	
matvaregruppe	borramušgálvujoavku					elintarvikeryhmä	guštadávvirjoavku	biebmojoavku	gávpejoavku	borramušgálvojoavku	borramušresursagovva	
diettregime	diehttaplána					dieettisuunnitelma	#diehttaplána	biebmoortnet	dietnasa plána		biebmoplána	
kostholdregime	biebmodoalluplána					ruokavaliosuunnitelma	#diehttaplána	dietnasa ortnet	dietnasa plána	biebmodoalloregimeanta	biebmoplána	
pestsykdom	rohttudávda					ruttotauti	roahttodávda	dávda	dávda	boraspire-dávda	borasdávda	
kroppsvarme	rumašliekkas					ruumiinlämpö	rupmašaliekkas	rupmaša lieggasa	rupmaša temperatuvra	rumašlaš liegganeapmi	rumašdálkkádat	
gruppesamling	joavkočoakkán					ryhmäkokoontuminen	joavkočoakkán	joavkočoahkkin	joavkočoahkkin	joavkočoahkádus	joavkočoahkkin	
gruppenivå	joavkodássi					ryhmätaso	joavkodássi	joavkodássi	joavkodássi	joavkodássi	joavkodássi	
gruppeaktivitet	joavkodoaibma					ryhmätoiminta	joavkodoaibma	joavkodoaibma	joavkodoaibma	joavkodoaibma	joavkodoaibma	
gruppetilhørighet	joavkui gullevašvuohta					ryhmään kuuluminen	jovkui gullot	joavkogullevašvuohta	gullevaš jovkui	gullevašvuohta jovkui	gullat jovkui	
kremting	guorsan					rykäisy, köhiminenn	*rykäisy himihit	njuoratmánná ášši	njuiket njuiket	rumašgordni	rigearra rihkkun	
rytmeforstyrrelse	ritmahehttehus					rytmihäiriö	ritmasegohus	ritmaváttut	rytma	ritmmastivrenváttisvuohta	ritmmalaš váttut	
røntgenundersøkelse	röntgendutkamus					röntgentutkimus	#röntgenadutkan	röntgeniskkadeapmi	röntgeniskkadeapmi	röntgendutkamus	röntgendutkamus	
såperest	sáibbobázahus					saippuajäämä		soapmása	sáibbu bázahus	soahpameahttun	sáibideaddji bázzi	
såpestykke	sáibubihtá					palasaippua	sovppábinná	sáibbu	sáibbu	sávzzastákkis	sáibmabihttá	
såpevask	sáibubassan					saippuapesu	sovppábassan	sáibbu bassat	sáibbu bassat	sáibuheapmi	sáhpánbárgu	
såpevann	sáibbočáhci					saippuavesi	sovppáčáhci	sáibbočáhci	sáibbočáhci	sáibu čáhci	sáibmečáhci	
hospital	buohcceviessu					sairaala	buohcceviessu	buohcceviessu	buohcceviessu	buohcciviessu	buohcciviessu	
sykehusinfeksjon	buohcceviessu infekšuvdna					sairaalainfektio		buohcciviessu njoammun	buohcciviesu njoammun	buohcceviessováikkuhus	buohcceviessu	
sykehusmiljø	buohcceviessu biras					sairaalamiljöö		buohcciviessu biras	buohcceviessobiras	buohcciviessobiras	buhcciidruoktu	
sykehusavdeling	buohcceviessu ossodat					sairaalaosasto		buohcciviesu ossodat	buohcciviesu ossodat	buohcciviesu ossodat	buohcceviessu	
sykehusprest	buohcceviessobáhppa					sairaalapappi		buohcciviesu kapealla	buohcciviesu kapealla	buohcceviessobáhppa	buhcciidbáhppa	
sykehusinnleggelse	buohcceviessosajušteapmi					sairaalasijoitus, sairaalahoito, sairaalaan potilaaksi otto		buohccevissui biddjon	registreret buohcciviessopasieantan šaddat buohcciviessopasieantan	buohcceviesu sisačáliheapmi	buohccevissui čáliheapmi buohccevissui vuolgin	
sykehuspasient	buohcceviessupatienta					sairaalapotilas		buohcciviessu pasieanta	buohcciviessu pasieanta	buohcceviesu divššohas	buohcceviessu	
liggetid	orrunáigi					sairaalassaoloaika		orruma guhkkodat	buohcciviesus orrun	nohkkanáigi	buohcciviesus	
sykehusseng	buohcceviessoseaŋga					sairaalasänky		buohcciviessu	buohcciviessu	buohcceviessosátni	buohcceviessu	
sykepleiesammenheng	buohccedikšunčanus					sairaanhoidollinen asiayhteys	*sairaanhoidollinen ásiioktavuohta	buohccedivššároktavuohta	medisiinnalaš oktavuohta	buohccedikšunoktavuohta	buohccedikšunášši	
sykepleiekompetanse	buohccedikšunkompetensa			buohccedikšogelbbolašvuohta		sairaanhoidollinen kompetenssi	sairaanhoidollinen pätevyys	buohccedivššárgelbbolašvuohta	buohccedivššárgelbbolašvuohta	buohccidivššárgelbbolašvuohta	buohccedikšogelbbolašvuohta	*sairaanhoidollinen gelbbolašvuohta
sykepleieprosedyre	buohccedikšunprosedyra, buohccedikšunvuohki			buohccedikšunvuohki		sairaanhoidollinen menetelmä	*sairaanhoidollinen mannolat	buohccedivššárprosedyra	medisiinnalaš vuohki	buohccedikšun	buohccedikšunvuohki	
sykepleieintervensjon	buohccedikšunintervenšuvdna					sairaanhoidollinen interventio	*sairaanhoidollinen doaibmabidju	buohccedivššárintervenšuvdna	medisiinnalaš prosedyra	buohccedikšunintervenšuvdna	buohccedikšun	
sykepleiehandling	buohccedikšundoaibma			buohccedikšodoaibma		sairaanhoidollinen toiminta	*sairaanhoidollinen doaibma	buohccedivššárdoaibma	medisiinnalaš doaibma	buohccedikšodoaibma	buohccedikšodoaibma	
sykepleieområde	buohccedikšunguovlu					sairaanhoidon alue	 buohccedivššu guovlu	buohccedikšunguovlu	buohccedivššu guovlu	buohccedikšuguovlu	buohcciviesu guovlu	
sykepleieprofesjon	buohccedikšunprofešuvdna 		buohccedikšun ámmátčehppodat	buohccidivššárámmát		sairaanhoidon ammattiala	buohccedivššu 	buohccedivššárámmát	buohccedivššárámmát	buohccidivššárámmát	buohccedivššu ámmát	
sykepleiediagnose	buohccediksundiagnosa					sairaanhoidon diagnoosi	buohccedivššu diagnosa	buohccedivššárdiagnosa	medisiinnalaš diagnosa	buohccedikšodiagnosa	buohccedávdaboahkudeapmi	
sykepleiefilosofi	buohccedikšunfilosofiija					sairaanhoidon filosofia	buohccedivššu filosofiija	buohccedivššárfilosofiija	buohccedivššároahpu filosofiija	buohccidivššárfilosofiija	buohccedikšu filosofiija	
sykepleiesystem	buohccedikšunsystema		buohccedikšun vuogádat			sairaanhoidon järjestelmä	buohccedivššu vuogádat	buohccedikšunvuogádat	medisiinnalaš dikšunvuogádat	buohccedikšovuogádat	buohccedikšu vuogádat	
sykepleiekapasitet	buohccedikšunkapasitehta					sairaanhoidon kapasiteetti	buohccedivššu #kapasitehtta	buohccedivššárkapasitehta	medisiinnalaš dikšuma kapasitehta	buohccidivššárkapasitehta	buohccedikšunkapasitehta	
sykepleiekvalitet	buohccedikšunkvaliteahta					sairaanhoidon laatu	buohccedivššu dássu	buohccedivššárkvalitehta	medisiinnalaš divššu kvalitehta	buohccedikšokvalitehta	buohccedikšu kvalitehta	
sykepleiemetode	buohccedikšunmetoda			buohccedikšunvuohki		sairaanhoidon metodi, sairaanhoidon menetelmä	buohccedivššu mannolat	buohccedikšunvuohki	medisiinnalaš dikšuma vuohki	buohccedikšunvuohki	buohccedikšunvuohki	
sykepleienotat	buohccedikšunčálus					sairaanhoidon merkintä	buohccedivššu merken	buohccedivššármearkkašupmi	medisiinnalaš dikšuma sisabeassan	buohccidivššárnoahppu	buohcuvuođa dovdomearka	
sykepleieperspektiv	buohccedikšunperspektiiva					sairaanhoidon näkökulma sairaanhoidollinen näkökulma 	buohccedivššu oaidnojocca *sairaanhoidollinen #oaidninčiega	buohccedivššárperspektiiva	buohccedivššárperspektiiva buohccedivššárperspektiiva	buohccidivššárperspektiiva	buohccedikšu geahččanguovllus buohccedikšunperspektiiva	
sykepleierstudent	buohccedivššárstudeanta			buohccedivššárstudeanta		sairaanhoitajaopiskelija	buohccedivššu studeanta	buohccedivššároahppu	buohccedivššároahppu	buohccidivššárstudeanta	buohccedivššárstudeanta	
sykepleiestudent	buohccedivššu studeanta			buohccedivššu studeanta		sairaanhoidon opiskelija	buohccedivššu studeanta	buohccedivššároahppu	buohccedivššároahppu	buohccidivššárstudeanta	buohccedivššárstudeanta	
sykepleietjeneste	buohccedikšunbálvalus			buohccedikšunbálvalus		sairaanhoitopalvelu	buohccedivššu bálvalusat	buohccedivššárbálvalus	buohccedivššárbálvalusat	buohccedikšunbálvalus	buohccedikšu bálvalusat	
sykepleieprinsipp	buohceedikšun prinsihppa			buohccedikšuma vuođđojurdda		sairaanhoidon periaate	buohccedivššu prinsihppa	buohccedivššárprinsihppa	medisiinnalaš dikšuma prinsihppa	buohccedikšunprinsihppa	buohccedikšuma vuođđojurdda	
sykepleieutøving	buohccediksuma čađaheapmi			buohccedikšun		sairaanhoidon suoritus	buohccedivššu čađaheapmi	buohccedivššároahppu	medisiinnalaš divššu čađaheapmi	buohccedikšun	buohccedikšu doaibma	
sykepleiefunksjon	buohccedikšunfunkšuvdna			buohccedikšodoaibma		sairaanhoidollinen funtio  sairaanhoidon tehtävä	buohccedivššu doaibma  buohccedivššu ulbmil	buohccedivššárdoaibma	buohccedikšuma bargu buohccedikšuma ulbmil	buohccedikšodoaibma	buohccedikšu doaibma man buohccedikšu dárkkuha	
omsorgsoppgave	fuolahanbargu			fuolahusbargu		hoivatehtävä	buohccedivššu doaimmat fuolahandoaibma	fuolahusgeatnegasvuohta	buohccedivššárbarggut buohccedivššárbargu	fuolahusbargu	buohccedivššu dikšunbargu	
sykepleiekunnskap	buohccedikšunmáhttu			buohccidivššármáhttu		sairaanhoidollinen tietämys	buohccedivššu diehtu	buohccedivššároahpu máhttu	buohccedivššároahpu máhttu	buohccidivššármáhttu	buohccedikšu diehtu	
sykepleieforsker	buohccedikšundutki			buohccedivššu dutki		sairaanhoidon tutkija	buohccedivššu #dutki	buohccedivššárdutki	medisiinnalaš dutki	buohccidivššárdutki	buohccedikšun	
sykepleieforskning	buohccedikšundutkan			buohccedivššu dutkan		sairaanhoidon tutkimus	buohccedivššu dutkan	buohccedivššárdutkan	buohccedivššárdutkan	buohccedikšodutkan	buohccedikšundutkan	
sykepleieepikrise	buohccedikšunepikrisa					sairaanhoidon yhteenveto  sairaanhoidon epikriisi	buohccedivššu oktiigeassu  buohccedivššu 	buohccedivššároahpu epikriisa	buohccedikšuma čoahkkáigeassu buohccedikšuma čoahkkáigeassu	buohccedikšodáhkádus	birr	
sykepleierhøgskole	buohccedivššárallaskuvla			buohccedivššárallaskuvla		sairaanhoitaja-ammattikorkeakoulu	AMK	buohccedivššároahppu	buohccidivššároahpu ámmátallaskuvla	buohccidivššárallaskuvla	buohccedivššárafágaskuvla	
sykepleierprofesjon	buohccedivššárárámmát			buohccidivššárámmát		sairaanhoitajan ammatti	#buohccidikšu #ámmát	buohccedivššárámmát	buohccedivššárámmát	buohccidivššárámmát	buohccedivššára ámmát	
sykepleierrolle	buohccedivššárrolla			buohccidivššárrolla		sairaanhoitajan rooli	#buohccidikšu rolla	buohccedivššárrolla	buohccidivššára rolla	buohccidivššárrolla	buohccedivššára bargu	
sykepleieruniform	buohccedivššára uniforbma	£	buohccedivššára bargobivttas	buohccidivššáruniforbma		sairaanhoitajan univormu, sairaanhoitajan työasu	#buohccidikšu 	buohccedivššáruniformma	buohccidivššára uniformma	buohccidivššáruniforbma	buohccedivššára biktasat	
sykepleierske	buohccedivššár			buohccidivššár		sairaanhoitajatar		buohccedivššár	buohccedivššár	buohccidivššár	buohccedikšu	
sykepleiehjelp	buohccedikšunveahkki			buohccidivššárveahkki		sairaanhoidollinen apu	buohccedikšu	buohccedivššár	buohccedivššár	buohccidivššárveahkki	buohccedikšu	
sykepleiepraksis	buohccedivššárhárjehállan, buohccedikšunvuohki	£		buohccedikšunvuohki		sairaanhoitoharjoittelu, sairaanhoitokäytäntö	buohccedikšogeavat	buohccedivššároahppu	buohccedivššároahppu	buohccidivššárvierru	buohccedikšunvuohki	
sykepleietjeneste	buohccedikšunbálvalus			buohccedikšunbálvalus		sairaanhoitopalvelut	buohccedikšobálvalusat	buohccedivššárbálvalus	Buohccedivššárbálvalusat	buohccedikšunbálvalus	buohccedikšunbálvalusat	
